source,target,partition_col
8-3574,8-4236,8
8-2755,8-2620,8
8-3362,8-2344,8
8-4098,8-3914,8
8-3354,8-3473,8
8-3671,8-4515,8
8-2443,8-3434,8
8-4237,8-3258,8
8-1888,8-2503,8
8-4467,8-4104,8
8-4522,8-3210,8
8-3376,8-3027,8
8-3181,8-2792,8
8-1728,8-1706,8
8-2802,8-4455,8
8-2734,8-4840,8
8-3473,8-1824,8
8-3578,8-4025,8
8-1256,8-3506,8
8-2618,8-1736,8
8-4234,8-1551,8
8-4794,8-1724,8
8-1178,8-3198,8
8-4725,8-967,8
8-3718,8-578,8
8-3399,8-2457,8
8-2553,8-4388,8
8-2421,8-3587,8
8-3647,8-4212,8
8-4813,8-4703,8
8-1137,8-4094,8
8-4322,8-3283,8
8-1502,8-2984,8
8-2876,8-2247,8
8-3500,8-3664,8
8-3651,8-3573,8
8-3919,8-4425,8
8-2912,8-1127,8
8-3255,8-3002,8
8-4444,8-3854,8
8-3399,8-2944,8
8-2351,8-4382,8
8-1852,8-2853,8
8-1940,8-2437,8
8-2189,8-4231,8
8-1216,8-2077,8
8-3698,8-4782,8
8-2910,8-3965,8
8-1618,8-4440,8
8-1992,8-1720,8
8-2687,8-2911,8
8-4697,8-3431,8
8-3913,8-2508,8
8-4181,8-3059,8
8-4841,8-4827,8
8-4499,8-2194,8
8-4562,8-3200,8
8-1213,8-4140,8
8-4132,8-3367,8
8-2352,8-4785,8
8-3065,8-3888,8
8-1649,8-3373,8
8-4709,8-2618,8
8-3237,8-3456,8
8-2089,8-3271,8
8-2760,8-2266,8
8-4235,8-1953,8
8-2080,8-2371,8
8-4220,8-2940,8
8-2413,8-3856,8
8-4417,8-4329,8
8-1536,8-795,8
8-3526,8-3605,8
8-3199,8-2469,8
8-1367,8-3606,8
8-2430,8-4493,8
8-2186,8-1420,8
8-3914,8-1960,8
8-3899,8-4372,8
8-3993,8-3904,8
8-2852,8-4814,8
8-695,8-3757,8
8-3774,8-3643,8
8-4477,8-1855,8
8-2203,8-1277,8
8-2175,8-3795,8
8-3164,8-1663,8
8-3663,8-3058,8
8-3337,8-4770,8
8-3294,8-3334,8
8-1396,8-2216,8
8-2978,8-4537,8
8-3397,8-4048,8
8-2481,8-1538,8
8-4101,8-868,8
8-2373,8-1517,8
8-4035,8-3865,8
8-4049,8-1244,8
8-1826,8-3030,8
8-4293,8-4792,8
8-2866,8-4670,8
8-3026,8-4817,8
8-3061,8-2992,8
8-2341,8-3195,8
8-2484,8-2933,8
8-3783,8-3000,8
8-4828,8-2106,8
8-4502,8-2868,8
8-1752,8-3428,8
8-1588,8-4361,8
8-1307,8-2719,8
8-2062,8-4708,8
8-3816,8-543,8
8-4151,8-1654,8
8-850,8-4605,8
8-3127,8-4362,8
8-1044,8-2915,8
8-4581,8-3631,8
8-3319,8-3953,8
8-4429,8-3129,8
8-4211,8-3612,8
8-1371,8-3358,8
8-4212,8-3813,8
8-631,8-3889,8
8-4512,8-816,8
8-2516,8-2792,8
8-3484,8-2310,8
8-3244,8-3007,8
8-2617,8-4809,8
8-4448,8-4130,8
8-3538,8-4193,8
8-2695,8-3342,8
8-4792,8-4224,8
8-4594,8-3256,8
8-1311,8-3186,8
8-1546,8-3706,8
8-3398,8-1987,8
8-1270,8-2785,8
8-1373,8-4308,8
8-2075,8-4485,8
8-2840,8-3167,8
8-4288,8-3249,8
8-3398,8-3704,8
8-2681,8-2858,8
8-3148,8-4798,8
8-3935,8-1949,8
8-2197,8-2663,8
8-4725,8-3101,8
8-2887,8-1518,8
8-4040,8-611,8
8-4843,8-2014,8
8-1803,8-3653,8
8-2539,8-4118,8
8-2096,8-4067,8
8-3646,8-1139,8
8-3759,8-4028,8
8-3415,8-252,8
8-1943,8-2316,8
8-2943,8-1722,8
8-4642,8-2867,8
8-2117,8-2090,8
8-4302,8-1727,8
8-4543,8-2428,8
8-1489,8-1634,8
8-2867,8-4598,8
8-1306,8-4037,8
8-2399,8-4438,8
8-4048,8-3075,8
8-3931,8-2695,8
8-3827,8-2439,8
8-4219,8-3746,8
8-2216,8-3431,8
8-1365,8-4721,8
8-1985,8-3660,8
8-4099,8-3110,8
8-2907,8-4056,8
8-3477,8-4567,8
8-4850,8-2036,8
8-3323,8-4226,8
8-2865,8-4607,8
8-4435,8-4250,8
8-4070,8-3691,8
8-4193,8-4310,8
8-3682,8-4187,8
8-2588,8-1120,8
8-713,8-2893,8
8-4523,8-1305,8
8-3954,8-2155,8
8-4850,8-3258,8
8-2042,8-2930,8
8-3679,8-4360,8
8-3851,8-2743,8
8-2764,8-4719,8
8-2484,8-4561,8
8-1331,8-2690,8
8-4030,8-2784,8
8-3118,8-3332,8
8-2137,8-3880,8
8-3181,8-2042,8
8-4199,8-2231,8
8-2455,8-2541,8
8-1626,8-3458,8
8-3088,8-3691,8
8-4642,8-4368,8
8-3198,8-911,8
8-4138,8-3742,8
8-3446,8-4648,8
8-2380,8-4497,8
8-3211,8-3816,8
8-2614,8-4032,8
8-2709,8-249,8
8-1258,8-4483,8
8-4137,8-847,8
8-4798,8-4711,8
8-307,8-2568,8
8-1713,8-4201,8
8-3559,8-2133,8
8-3164,8-4676,8
8-2547,8-2562,8
8-3712,8-4465,8
8-3126,8-4489,8
8-3410,8-2153,8
8-2959,8-2961,8
8-2928,8-2907,8
8-3337,8-3132,8
8-4079,8-3162,8
8-4382,8-2755,8
8-3771,8-1530,8
8-4618,8-4007,8
8-1300,8-4443,8
8-3900,8-3958,8
8-4021,8-4685,8
8-2083,8-3395,8
8-3653,8-2929,8
8-2408,8-4703,8
8-3213,8-3630,8
8-4581,8-3926,8
8-2206,8-4017,8
8-854,8-2248,8
8-2088,8-3806,8
8-2886,8-2977,8
8-3861,8-1016,8
8-667,8-2472,8
8-4665,8-1628,8
8-273,8-2645,8
8-4506,8-2688,8
8-1474,8-4761,8
8-1576,8-4338,8
8-1503,8-2273,8
8-2056,8-3570,8
8-4265,8-4193,8
8-2916,8-3207,8
8-3377,8-4852,8
8-2824,8-2572,8
8-3640,8-2553,8
8-4691,8-3882,8
8-4393,8-2849,8
8-3738,8-4537,8
8-1551,8-1849,8
8-1321,8-3310,8
8-4572,8-2983,8
8-1733,8-1436,8
8-3630,8-1693,8
8-2765,8-1146,8
8-1844,8-1412,8
8-3309,8-2920,8
8-4635,8-4085,8
8-4716,8-4735,8
8-4221,8-4792,8
8-1493,8-1930,8
8-1799,8-3428,8
8-1777,8-1118,8
8-4275,8-4016,8
8-2806,8-829,8
8-3165,8-561,8
8-2367,8-2910,8
8-4391,8-2709,8
8-4491,8-1985,8
8-2326,8-4016,8
8-2917,8-2037,8
8-3178,8-4299,8
8-3164,8-4357,8
8-4773,8-1616,8
8-3916,8-2603,8
8-3089,8-2146,8
8-3052,8-2872,8
8-3959,8-2408,8
8-3167,8-2858,8
8-2721,8-3543,8
8-4539,8-2022,8
8-1644,8-2497,8
8-4830,8-4655,8
8-1675,8-4065,8
8-3557,8-1847,8
8-3703,8-4012,8
8-2152,8-4101,8
8-2606,8-1838,8
8-3762,8-3688,8
8-1827,8-4196,8
8-3662,8-3753,8
8-4794,8-4752,8
8-3540,8-3020,8
8-2217,8-3990,8
8-2044,8-2021,8
8-4639,8-3819,8
8-2415,8-1803,8
8-2154,8-3167,8
8-2812,8-2962,8
8-4573,8-4482,8
8-3135,8-2851,8
8-4695,8-4705,8
8-2522,8-280,8
8-2553,8-3460,8
8-3319,8-1024,8
8-3726,8-2200,8
8-3147,8-2110,8
8-3579,8-3681,8
8-671,8-4821,8
8-4106,8-2544,8
8-3346,8-1031,8
8-4586,8-2402,8
8-2527,8-3968,8
8-3632,8-2084,8
8-344,8-3929,8
8-736,8-1447,8
8-4158,8-2990,8
8-4057,8-1626,8
8-2643,8-2060,8
8-2329,8-1781,8
8-4232,8-2864,8
8-4851,8-2405,8
8-4352,8-82,8
8-719,8-985,8
8-2353,8-3874,8
8-4691,8-3602,8
8-4676,8-4198,8
8-4438,8-2761,8
8-3942,8-1762,8
8-4113,8-4853,8
8-4325,8-4245,8
8-3282,8-690,8
8-4817,8-4024,8
8-1188,8-2670,8
8-1554,8-3840,8
8-4716,8-4372,8
8-2187,8-4231,8
8-4115,8-4150,8
8-3939,8-2849,8
8-2438,8-2027,8
8-3910,8-3829,8
8-4425,8-1964,8
8-2034,8-4772,8
8-3930,8-540,8
8-2616,8-2253,8
8-616,8-3707,8
8-3339,8-3596,8
8-2682,8-4721,8
8-3209,8-2578,8
8-3193,8-2857,8
8-2244,8-4190,8
8-1374,8-4058,8
8-3481,8-4659,8
8-4157,8-4755,8
8-1709,8-3652,8
8-4504,8-4339,8
8-3922,8-1365,8
8-4645,8-4349,8
8-4814,8-4740,8
8-1731,8-3853,8
8-2828,8-4595,8
8-4210,8-1255,8
8-2391,8-3491,8
8-3523,8-3633,8
8-4456,8-1393,8
8-1323,8-4411,8
8-3436,8-2708,8
8-1909,8-2609,8
8-3232,8-4555,8
8-1650,8-2518,8
8-1148,8-3862,8
8-4728,8-1571,8
8-3858,8-1504,8
8-2489,8-1676,8
8-4334,8-4430,8
8-3256,8-3053,8
8-3366,8-2642,8
8-3604,8-1236,8
8-4443,8-4119,8
8-2575,8-3222,8
8-4236,8-3681,8
8-2407,8-2818,8
8-4163,8-4838,8
8-1934,8-4776,8
8-4358,8-4761,8
8-910,8-4678,8
8-2526,8-3493,8
8-3820,8-3051,8
8-2317,8-1898,8
8-4182,8-3670,8
8-4729,8-2836,8
8-2485,8-4699,8
8-1444,8-4330,8
8-4697,8-4662,8
8-922,8-3020,8
8-3303,8-2104,8
8-596,8-4798,8
8-2793,8-1356,8
8-1844,8-4853,8
8-2258,8-2371,8
8-649,8-4558,8
8-1931,8-3940,8
8-2739,8-4741,8
8-4832,8-4718,8
8-2036,8-4773,8
8-3660,8-4442,8
8-3488,8-4396,8
8-1456,8-4667,8
8-4757,8-4450,8
8-4170,8-4598,8
8-4323,8-4526,8
8-2462,8-3085,8
8-1222,8-4434,8
8-3814,8-3012,8
8-3351,8-262,8
8-4598,8-3622,8
8-3554,8-3999,8
8-1480,8-3406,8
8-2400,8-1787,8
8-3313,8-3242,8
8-3273,8-4321,8
8-3538,8-2890,8
8-2203,8-2870,8
8-648,8-3111,8
8-2983,8-3623,8
8-4108,8-1740,8
8-4348,8-1679,8
8-4561,8-2461,8
8-3545,8-3815,8
8-2431,8-3079,8
8-4733,8-3061,8
8-3712,8-4148,8
8-4602,8-2640,8
8-4536,8-3099,8
8-2904,8-3305,8
8-4371,8-914,8
8-4383,8-1664,8
8-1166,8-4380,8
8-3963,8-4082,8
8-3980,8-3067,8
8-3023,8-4465,8
8-2273,8-3423,8
8-3308,8-1979,8
8-3323,8-3394,8
8-2234,8-1513,8
8-2805,8-3445,8
8-4520,8-3875,8
8-4352,8-775,8
8-4075,8-2483,8
8-2877,8-1954,8
8-2253,8-4792,8
8-4719,8-3834,8
8-2445,8-4396,8
8-3256,8-4475,8
8-2110,8-4125,8
8-1736,8-2350,8
8-1610,8-2139,8
8-3427,8-4716,8
8-3570,8-1751,8
8-1734,8-1085,8
8-1523,8-1339,8
8-3631,8-3284,8
8-4476,8-2441,8
8-4340,8-3402,8
8-3077,8-1707,8
8-2495,8-3983,8
8-2735,8-4645,8
8-2843,8-2964,8
8-2355,8-4191,8
8-1852,8-860,8
8-1966,8-4434,8
8-2654,8-3553,8
8-2410,8-4591,8
8-4729,8-4230,8
8-3277,8-2997,8
8-4646,8-3610,8
8-3371,8-4816,8
8-3935,8-976,8
8-2418,8-4127,8
8-2655,8-3659,8
8-4271,8-3257,8
8-3603,8-3147,8
8-2643,8-3369,8
8-3457,8-3769,8
8-4800,8-2867,8
8-3502,8-4502,8
8-1873,8-2005,8
8-1877,8-2839,8
8-4130,8-2634,8
8-4151,8-2817,8
8-4014,8-4328,8
8-2474,8-2614,8
8-3545,8-4441,8
8-4632,8-1630,8
8-453,8-3020,8
8-2107,8-2711,8
8-3330,8-3178,8
8-4817,8-4780,8
8-3055,8-4299,8
8-2467,8-3585,8
8-3523,8-3127,8
8-3537,8-2214,8
8-4698,8-3124,8
8-2412,8-3600,8
8-3608,8-1858,8
8-2276,8-4337,8
8-2804,8-4604,8
8-4368,8-2429,8
8-3966,8-3106,8
8-4273,8-4112,8
8-2913,8-2368,8
8-1081,8-3121,8
8-3054,8-2022,8
8-3097,8-4557,8
8-2394,8-3513,8
8-4131,8-3838,8
8-897,8-3169,8
8-2810,8-2521,8
8-4622,8-3851,8
8-3760,8-3531,8
8-2417,8-3463,8
8-4367,8-4001,8
8-2064,8-4703,8
8-2622,8-4840,8
8-4426,8-1072,8
8-2147,8-1534,8
8-4186,8-4476,8
8-4442,8-3770,8
8-3897,8-2850,8
8-3317,8-4220,8
8-598,8-3154,8
8-4230,8-2120,8
8-2788,8-4617,8
8-4820,8-4772,8
8-4784,8-2408,8
8-3938,8-3507,8
8-1190,8-3759,8
8-4841,8-4807,8
8-4376,8-4420,8
8-4327,8-4833,8
8-4383,8-3343,8
8-4369,8-4181,8
8-4588,8-4114,8
8-3614,8-2104,8
8-3272,8-3053,8
8-3613,8-2823,8
8-4032,8-3737,8
8-2043,8-4220,8
8-2890,8-1853,8
8-4437,8-1340,8
8-4634,8-1494,8
8-1316,8-3187,8
8-3697,8-3426,8
8-3798,8-2601,8
8-4383,8-4233,8
8-3876,8-2460,8
8-4715,8-4175,8
8-1501,8-3292,8
8-4338,8-4514,8
8-1527,8-2495,8
8-4250,8-4342,8
8-2512,8-2661,8
8-1526,8-3767,8
8-2356,8-3897,8
8-4438,8-4043,8
8-4380,8-2396,8
8-1024,8-4740,8
8-4768,8-3978,8
8-4087,8-3776,8
8-2338,8-3721,8
8-1317,8-445,8
8-3766,8-4335,8
8-2048,8-2298,8
8-1426,8-3208,8
8-4136,8-4716,8
8-984,8-4695,8
8-2245,8-2168,8
8-2885,8-3823,8
8-3061,8-2168,8
8-1401,8-4618,8
8-872,8-3265,8
8-2746,8-4617,8
8-2193,8-3806,8
8-4523,8-4549,8
8-4529,8-4493,8
8-4806,8-4618,8
8-3592,8-1038,8
8-3486,8-4720,8
8-3227,8-3657,8
8-3920,8-3943,8
8-4106,8-4807,8
8-4633,8-2198,8
8-2340,8-3729,8
8-4393,8-3751,8
8-3793,8-2956,8
8-3613,8-4367,8
8-1723,8-1994,8
8-3488,8-4235,8
8-3922,8-2213,8
8-3465,8-1860,8
8-4523,8-3514,8
8-1954,8-2458,8
8-2472,8-3514,8
8-4761,8-2221,8
8-3613,8-3357,8
8-2864,8-2666,8
8-2883,8-2739,8
8-2739,8-4119,8
8-2396,8-1395,8
8-2224,8-3421,8
8-2511,8-4187,8
8-4423,8-3776,8
8-1777,8-2116,8
8-3622,8-4284,8
8-3820,8-760,8
8-3596,8-4178,8
8-2472,8-3719,8
8-2365,8-2061,8
8-3836,8-3233,8
8-2677,8-2248,8
8-3596,8-4605,8
8-4660,8-4688,8
8-4703,8-2719,8
8-4379,8-714,8
8-1266,8-3508,8
8-3065,8-3735,8
8-3252,8-2059,8
8-2087,8-2667,8
8-3796,8-2886,8
8-2785,8-4488,8
8-3500,8-3116,8
8-3929,8-3981,8
8-2802,8-3101,8
8-4049,8-3569,8
8-3970,8-2147,8
8-4680,8-3963,8
8-2144,8-2657,8
8-4642,8-3668,8
8-4763,8-4107,8
8-4136,8-4672,8
8-4716,8-3864,8
8-4817,8-2584,8
8-3519,8-2359,8
8-3863,8-986,8
8-1495,8-1004,8
8-2134,8-4626,8
8-394,8-563,8
8-2407,8-3467,8
8-4267,8-2280,8
8-3542,8-3745,8
8-2117,8-2919,8
8-2152,8-4739,8
8-1706,8-4224,8
8-3200,8-4831,8
8-3451,8-4761,8
8-3567,8-2775,8
8-4672,8-4767,8
8-4008,8-3354,8
8-2095,8-4620,8
8-1850,8-1757,8
8-2517,8-3365,8
8-3229,8-3612,8
8-3514,8-4550,8
8-4617,8-3150,8
8-4758,8-1222,8
8-4706,8-3188,8
8-3941,8-3293,8
8-3615,8-2827,8
8-2031,8-2564,8
8-3628,8-992,8
8-3591,8-3482,8
8-1074,8-682,8
8-4410,8-2507,8
8-4318,8-4692,8
8-1602,8-4526,8
8-4517,8-4421,8
8-4265,8-4738,8
8-4105,8-1393,8
8-3971,8-1298,8
8-1348,8-4059,8
8-4266,8-4103,8
8-986,8-4583,8
8-4670,8-4488,8
8-2173,8-1231,8
8-4472,8-3265,8
8-2461,8-3926,8
8-4590,8-2227,8
8-3510,8-4200,8
8-3501,8-3006,8
8-4225,8-1182,8
8-4806,8-2511,8
8-3452,8-1208,8
8-3507,8-789,8
8-1459,8-1922,8
8-2351,8-3767,8
8-4558,8-2633,8
8-3495,8-3563,8
8-3798,8-3857,8
8-3978,8-3313,8
8-1524,8-4225,8
8-3546,8-1932,8
8-3493,8-2305,8
8-4843,8-3304,8
8-3365,8-2093,8
8-3604,8-2345,8
8-3381,8-4782,8
8-4093,8-4856,8
8-3714,8-2246,8
8-1584,8-4554,8
8-4591,8-3049,8
8-3660,8-4103,8
8-3087,8-1766,8
8-4530,8-4783,8
8-655,8-4625,8
8-4302,8-3801,8
8-1683,8-4017,8
8-1980,8-4734,8
8-2732,8-3928,8
8-3021,8-4061,8
8-2863,8-4361,8
8-2498,8-958,8
8-4605,8-3884,8
8-4303,8-4833,8
8-2703,8-2646,8
8-3401,8-4489,8
8-4328,8-4807,8
8-3515,8-4799,8
8-4491,8-4163,8
8-4190,8-4766,8
8-3873,8-1406,8
8-3104,8-2814,8
8-4705,8-3619,8
8-4167,8-4386,8
8-4715,8-2527,8
8-3505,8-2564,8
8-3832,8-3686,8
8-2483,8-3093,8
8-4807,8-1581,8
8-2758,8-3241,8
8-4414,8-3458,8
8-2453,8-1785,8
8-3638,8-4424,8
8-3291,8-4105,8
8-4389,8-4154,8
8-4283,8-3969,8
8-3702,8-3549,8
8-3256,8-3701,8
8-3772,8-4814,8
8-3755,8-2709,8
8-2074,8-3512,8
8-3220,8-2940,8
8-2590,8-2760,8
8-2579,8-2212,8
8-4809,8-3918,8
8-2304,8-3003,8
8-3912,8-4662,8
8-1369,8-4622,8
8-2826,8-3766,8
8-3670,8-4358,8
8-3667,8-4116,8
8-3710,8-4572,8
8-211,8-1704,8
8-2430,8-3256,8
8-3972,8-3888,8
8-3750,8-3305,8
8-1944,8-3001,8
8-2818,8-3535,8
8-3043,8-4110,8
8-4663,8-2234,8
8-4675,8-4787,8
8-2036,8-1851,8
8-3619,8-1314,8
8-3966,8-4123,8
8-4047,8-1968,8
8-4832,8-3683,8
8-3454,8-1369,8
8-3801,8-903,8
8-3487,8-4093,8
8-3976,8-665,8
8-623,8-2997,8
8-3814,8-4109,8
8-4466,8-1559,8
8-2760,8-4681,8
8-4682,8-4797,8
8-3882,8-2322,8
8-4758,8-1899,8
8-3231,8-4438,8
8-3134,8-3633,8
8-2661,8-3552,8
8-2046,8-4462,8
8-713,8-1254,8
8-2065,8-4117,8
8-4045,8-897,8
8-3543,8-4484,8
8-3334,8-2909,8
8-2863,8-4535,8
8-4089,8-4333,8
8-3706,8-2617,8
8-2527,8-4100,8
8-2891,8-4560,8
8-2647,8-3855,8
8-2041,8-2173,8
8-3051,8-2027,8
8-4624,8-598,8
8-3778,8-1138,8
8-3654,8-3579,8
8-3292,8-1205,8
8-1613,8-3726,8
8-4837,8-947,8
8-1458,8-4707,8
8-3188,8-2649,8
8-2532,8-2377,8
8-3380,8-4129,8
8-3516,8-4253,8
8-4398,8-3585,8
8-2794,8-3296,8
8-4014,8-1457,8
8-1111,8-4820,8
8-1338,8-3108,8
8-3042,8-1030,8
8-3900,8-1517,8
8-1662,8-4763,8
8-4224,8-1925,8
8-3768,8-1322,8
8-4198,8-1841,8
8-3938,8-3426,8
8-2501,8-2665,8
8-3178,8-3613,8
8-3556,8-3390,8
8-3844,8-3616,8
8-4255,8-3713,8
8-4424,8-3421,8
8-3546,8-2075,8
8-516,8-2781,8
8-3182,8-2840,8
8-2973,8-2172,8
8-2866,8-2575,8
8-4038,8-4119,8
8-2536,8-2527,8
8-3830,8-4159,8
8-3974,8-1693,8
8-3894,8-3891,8
8-3944,8-4125,8
8-2759,8-1561,8
8-3379,8-3600,8
8-3903,8-1625,8
8-3867,8-1122,8
8-4826,8-2691,8
8-4580,8-3561,8
8-4466,8-4223,8
8-3144,8-3874,8
8-3288,8-3858,8
8-2994,8-814,8
8-3610,8-4167,8
8-3478,8-3478,8
8-1814,8-3805,8
8-3701,8-4852,8
8-2850,8-2764,8
8-1991,8-4289,8
8-3531,8-2766,8
8-3015,8-4606,8
8-677,8-1475,8
8-3002,8-1848,8
8-4284,8-3152,8
8-4443,8-856,8
8-3259,8-3811,8
8-1700,8-3299,8
8-4294,8-4127,8
8-2829,8-4825,8
8-3557,8-4551,8
8-4027,8-4172,8
8-2662,8-2968,8
8-3075,8-2902,8
8-4640,8-2112,8
8-3465,8-3814,8
8-4350,8-3306,8
8-3316,8-4588,8
8-4493,8-2136,8
8-1961,8-2964,8
8-4050,8-1025,8
8-4367,8-2077,8
8-2855,8-3092,8
8-4603,8-4205,8
8-4748,8-4253,8
8-4470,8-3738,8
8-1096,8-1260,8
8-1639,8-4581,8
8-3717,8-3355,8
8-3621,8-4118,8
8-4585,8-3227,8
8-3989,8-3278,8
8-4169,8-2336,8
8-2439,8-3317,8
8-702,8-4489,8
8-875,8-3120,8
8-974,8-3956,8
8-3964,8-1608,8
8-4132,8-2595,8
8-4768,8-4236,8
8-1847,8-3349,8
8-4558,8-3534,8
8-2760,8-1977,8
8-4145,8-494,8
8-4283,8-4298,8
8-4834,8-4687,8
8-4100,8-1616,8
8-3171,8-4816,8
8-4092,8-1965,8
8-2458,8-4759,8
8-4751,8-3640,8
8-4793,8-1493,8
8-3299,8-2967,8
8-2496,8-3174,8
8-4833,8-3603,8
8-3056,8-3737,8
8-3573,8-3213,8
8-2591,8-1578,8
8-4079,8-4223,8
8-3651,8-3477,8
8-3597,8-754,8
8-1791,8-3148,8
8-1384,8-4296,8
8-1565,8-4160,8
8-3925,8-4251,8
8-1294,8-4177,8
8-1964,8-3660,8
8-3085,8-3845,8
8-4770,8-2528,8
8-2163,8-2606,8
8-4496,8-3562,8
8-4593,8-4629,8
8-3768,8-4341,8
8-1116,8-3038,8
8-3595,8-3406,8
8-3952,8-3784,8
8-3470,8-3432,8
8-4072,8-1183,8
8-2893,8-4033,8
8-3179,8-3707,8
8-4257,8-4233,8
8-1398,8-3866,8
8-4511,8-3966,8
8-3440,8-3962,8
8-861,8-3685,8
8-2043,8-3810,8
8-3595,8-3733,8
8-4720,8-4696,8
8-3993,8-4384,8
8-4122,8-4305,8
8-1253,8-2777,8
8-2738,8-4172,8
8-2950,8-3262,8
8-2055,8-2860,8
8-2449,8-4628,8
8-4823,8-3734,8
8-3162,8-4680,8
8-4773,8-1990,8
8-4671,8-4404,8
8-1946,8-4692,8
8-4685,8-2381,8
8-1961,8-1352,8
8-3649,8-3743,8
8-1833,8-3218,8
8-3521,8-2453,8
8-3595,8-3986,8
8-4624,8-4667,8
8-4597,8-3563,8
8-2170,8-3303,8
8-2560,8-3864,8
8-4441,8-4586,8
8-2639,8-3548,8
8-2367,8-3012,8
8-4040,8-3104,8
8-2468,8-103,8
8-1760,8-3052,8
8-2989,8-4314,8
8-3834,8-2091,8
8-4467,8-1458,8
8-1006,8-2005,8
8-4149,8-4231,8
8-4264,8-4618,8
8-4317,8-3721,8
8-4353,8-4656,8
8-4127,8-1592,8
8-875,8-3221,8
8-2387,8-1704,8
8-3525,8-1709,8
8-2751,8-3653,8
8-4734,8-4769,8
8-4093,8-1773,8
8-2742,8-4135,8
8-4748,8-2215,8
8-4623,8-3858,8
8-4124,8-4558,8
8-1678,8-4469,8
8-4831,8-2969,8
8-4233,8-3202,8
8-3804,8-4733,8
8-3714,8-2188,8
8-4466,8-2691,8
8-787,8-4126,8
8-2950,8-4296,8
8-4127,8-2440,8
8-4008,8-3367,8
8-4464,8-3082,8
8-2377,8-4170,8
8-3358,8-3539,8
8-4334,8-4279,8
8-2118,8-3378,8
8-2453,8-4549,8
8-4140,8-4853,8
8-2072,8-4420,8
8-1714,8-4547,8
8-4659,8-742,8
8-3712,8-1309,8
8-4116,8-4130,8
8-2130,8-4592,8
8-2902,8-1633,8
8-2915,8-3444,8
8-2526,8-2881,8
8-4509,8-1696,8
8-4580,8-4711,8
8-2833,8-1984,8
8-2172,8-2044,8
8-2370,8-4019,8
8-2382,8-3334,8
8-3979,8-4345,8
8-2602,8-3872,8
8-3727,8-3592,8
8-1233,8-4634,8
8-3233,8-1742,8
8-4216,8-3327,8
8-2247,8-1089,8
8-1230,8-3815,8
8-343,8-4739,8
8-936,8-4216,8
8-325,8-2242,8
8-3716,8-4373,8
8-3338,8-916,8
8-3864,8-4334,8
8-4406,8-2818,8
8-4248,8-2364,8
8-3278,8-3934,8
8-3841,8-4171,8
8-1444,8-2656,8
8-4843,8-4729,8
8-1357,8-1553,8
8-2802,8-3019,8
8-3356,8-3988,8
8-4625,8-2624,8
8-2417,8-3222,8
8-2863,8-4280,8
8-2665,8-4168,8
8-1280,8-3731,8
8-573,8-1245,8
8-970,8-4108,8
8-4409,8-1513,8
8-2929,8-3516,8
8-4639,8-3845,8
8-4488,8-1863,8
8-2850,8-4694,8
8-2529,8-3750,8
8-1806,8-4549,8
8-4196,8-4180,8
8-675,8-4398,8
8-4127,8-3206,8
8-3191,8-1659,8
8-2821,8-4631,8
8-4325,8-3833,8
8-1162,8-2946,8
8-4076,8-981,8
8-4508,8-4015,8
8-562,8-3865,8
8-2617,8-3797,8
8-4693,8-4604,8
8-4006,8-2843,8
8-1599,8-2427,8
8-4664,8-3266,8
8-4272,8-3547,8
8-2538,8-4178,8
8-3812,8-973,8
8-4114,8-3595,8
8-4108,8-3948,8
8-2517,8-3359,8
8-2730,8-3724,8
8-3010,8-1999,8
8-4553,8-1885,8
8-4009,8-3352,8
8-2691,8-3883,8
8-3205,8-1998,8
8-3855,8-2908,8
8-4619,8-2627,8
8-2677,8-2095,8
8-4112,8-2477,8
8-2543,8-4603,8
8-437,8-883,8
8-4332,8-2972,8
8-4741,8-3277,8
8-4558,8-1444,8
8-4388,8-2461,8
8-4612,8-2718,8
8-1742,8-4562,8
8-730,8-4560,8
8-4840,8-1152,8
8-3689,8-1298,8
8-3788,8-1824,8
8-2555,8-1881,8
8-1607,8-4051,8
8-3323,8-4266,8
8-4617,8-4322,8
8-4856,8-3502,8
8-2527,8-1610,8
8-3506,8-2974,8
8-3228,8-4811,8
8-1328,8-4195,8
8-4413,8-3626,8
8-3833,8-3011,8
8-1226,8-4358,8
8-1391,8-1565,8
8-3573,8-4288,8
8-4605,8-4720,8
8-3683,8-3959,8
8-3469,8-2188,8
8-4682,8-2614,8
8-4796,8-1895,8
8-2194,8-3720,8
8-4706,8-3747,8
8-1976,8-1545,8
8-2478,8-4834,8
8-4012,8-3055,8
8-4809,8-2600,8
8-2216,8-3636,8
8-2230,8-3620,8
8-3416,8-3929,8
8-1475,8-400,8
8-690,8-2368,8
8-2864,8-2603,8
8-2016,8-3238,8
8-4454,8-3627,8
8-1695,8-1154,8
8-4010,8-2739,8
8-3861,8-3154,8
8-2502,8-4156,8
8-3838,8-2880,8
8-3182,8-3076,8
8-2549,8-2433,8
8-1896,8-3976,8
8-4312,8-4274,8
8-4782,8-3333,8
8-4345,8-2665,8
8-4190,8-4274,8
8-504,8-2887,8
8-1444,8-4661,8
8-1260,8-3378,8
8-2930,8-4754,8
8-2881,8-1899,8
8-3902,8-2344,8
8-4345,8-2386,8
8-4660,8-2889,8
8-2069,8-3541,8
8-378,8-3440,8
8-4401,8-3678,8
8-4703,8-3977,8
8-2503,8-4198,8
8-2456,8-4484,8
